,,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,fluctuation
3,45553,PUNE,GRNUT KERNELS,2014,SEPTEMBER,1027,6809,7519,7192,2014-09,PUNE,MAHARASHTRA,710
17,48958,PHALTAN,WHEATHUSKED,2016,JANUARY,804,1525,2234,1775,2016-01,SATARA,MAHARASHTRA,709
17,8034,LASUR STATION,WHEATHUSKED,2015,APRIL,3972,1279,1988,1577,2015-04,AURANGABAD,MAHARASHTRA,709
8,59145,GHATANJI,PIGEON PEA TUR,2016,MARCH,1814,7145,7853,7533,2016-03,YEWATMAL,MAHARASHTRA,708
12,16996,DONDAICHASINDKHEDA,SORGUMJAWAR,2016,MARCH,5064,1540,2248,1937,2016-03,DHULE,MAHARASHTRA,708
8,14024,LONAR,PIGEON PEA TUR,2015,MARCH,32556,5188,5896,5546,2015-03,BULDHANA,MAHARASHTRA,708
8,18010,HINGOLI,PIGEON PEA TUR,2015,APRIL,6276,5993,6701,6338,2015-04,HINGOLI,MAHARASHTRA,708
17,16318,SHIRPUR,WHEATHUSKED,2015,APRIL,47607,1157,1865,1740,2015-04,DHULE,MAHARASHTRA,708
17,16941,DHULE,WHEATHUSKED,2015,MARCH,18400,1134,1842,1393,2015-03,DHULE,MAHARASHTRA,708
17,51069,BARSHI,WHEATHUSKED,2015,AUGUST,473,1480,2188,1807,2015-08,SOLAPUR,MAHARASHTRA,708
12,39578,JINTUR,SORGUMJAWAR,2014,OCTOBER,428,1159,1867,1327,2014-10,PARBHANI,MAHARASHTRA,708
0,22379,JALNA,BAJRI,2016,OCTOBER,12763,1113,1820,1348,2016-10,JALNA,MAHARASHTRA,707
12,415,JAMKHED,SORGUMJAWAR,2016,AUGUST,11056,1786,2493,2139,2016-08,AHMADNAGAR,MAHARASHTRA,707
17,56628,VASAI,WHEATHUSKED,2015,OCTOBER,2470,1514,2221,1838,2015-10,THANE,MAHARASHTRA,707
8,25151,NILANGA,PIGEON PEA TUR,2016,MAY,478,8453,9159,8992,2016-05,LATUR,MAHARASHTRA,706
8,31916,LOHA,PIGEON PEA TUR,2016,JANUARY,4368,8567,9273,9146,2016-01,NANDED,MAHARASHTRA,706
17,29183,UMARED,WHEATHUSKED,2016,JULY,1188,1625,2331,2000,2016-07,NAGPUR,MAHARASHTRA,706
12,8197,LASUR STATION,SORGUMJAWAR,2015,AUGUST,1792,1296,2002,1712,2015-08,AURANGABAD,MAHARASHTRA,706
12,44843,NIRASASWAD,SORGUMJAWAR,2015,OCTOBER,706,1625,2331,1988,2015-10,PUNE,MAHARASHTRA,706
12,45511,NIRA,SORGUMJAWAR,2015,SEPTEMBER,142,1600,2306,1953,2015-09,PUNE,MAHARASHTRA,706
8,4963,AKOT,PIGEON PEA TUR,2016,JUNE,8788,8102,8807,8450,2016-06,AKOLA,MAHARASHTRA,705
8,18233,HINGOLI,PIGEON PEA TUR,2016,JANUARY,6366,8525,9230,9230,2016-01,HINGOLI,MAHARASHTRA,705
8,36595,DEVALA,PIGEON PEA TUR,2016,SEPTEMBER,1,4900,5605,5605,2016-09,NASIK,MAHARASHTRA,705
9,56592,PALGHARBEVUR,RICEPADDYHUS,2015,OCTOBER,4429,2276,2981,2655,2015-10,THANE,MAHARASHTRA,705
17,11366,MAJALGAON,WHEATHUSKED,2016,MAY,322,1587,2291,1938,2016-05,BEED,MAHARASHTRA,704
12,32419,NANDED,SORGUMJAWAR,2015,OCTOBER,385,1194,1898,1213,2015-10,NANDED,MAHARASHTRA,704
12,54373,MOHOL,SORGUMJAWAR,2014,OCTOBER,141,1543,2247,1967,2014-10,SOLAPUR,MAHARASHTRA,704
3,45555,PUNE,GRNUT KERNELS,2016,SEPTEMBER,1653,8363,9066,8778,2016-09,PUNE,MAHARASHTRA,703
8,4859,AKOLA,PIGEON PEA TUR,2016,JULY,5309,7988,8691,8345,2016-07,AKOLA,MAHARASHTRA,703
8,24964,NILANGA,PIGEON PEA TUR,2016,JUNE,470,8121,8824,8650,2016-06,LATUR,MAHARASHTRA,703
8,59199,YEOTMAL,PIGEON PEA TUR,2015,MARCH,12364,5404,6107,5758,2015-03,YEWATMAL,MAHARASHTRA,703
11,10852,MAJALGAON,SESAMUM,2015,JANUARY,27,9069,9772,9314,2015-01,BEED,MAHARASHTRA,703
12,11328,KADA ASHTI,SORGUMJAWAR,2015,MAY,417,1547,2250,1790,2015-05,BEED,MAHARASHTRA,703
8,8043,LASUR STATION,PIGEON PEA TUR,2016,APRIL,856,7528,8230,8034,2016-04,AURANGABAD,MAHARASHTRA,702
12,32868,DHADGAON,SORGUMJAWAR,2016,JANUARY,2314,1150,1852,1205,2016-01,NANDURBAR,MAHARASHTRA,702
12,43262,DOUND,SORGUMJAWAR,2016,MARCH,5125,1732,2434,2129,2016-03,PUNE,MAHARASHTRA,702
17,57449,MANGRULPEER,WHEATHUSKED,2016,APRIL,523,1401,2103,1790,2016-04,WASIM,MAHARASHTRA,702
17,54617,BARSHI,WHEATHUSKED,2015,SEPTEMBER,551,1469,2171,1773,2015-09,SOLAPUR,MAHARASHTRA,702
0,44671,INDAPURBHIGWAN,BAJRI,2016,OCTOBER,1175,1233,1934,1375,2016-10,PUNE,MAHARASHTRA,701
8,14772,SANGRAMPURVARVATBAKAL,PIGEON PEA TUR,2016,OCTOBER,54,5450,6151,5840,2016-10,BULDHANA,MAHARASHTRA,701
8,43265,DOUND,PIGEON PEA TUR,2016,MARCH,79,6083,6784,6567,2016-03,PUNE,MAHARASHTRA,701
12,53551,MANGALWEDHA,SORGUMJAWAR,2016,MAY,1183,1600,2301,2092,2016-05,SOLAPUR,MAHARASHTRA,701
8,31592,LOHA,PIGEON PEA TUR,2015,APRIL,48,5900,6601,6581,2015-04,NANDED,MAHARASHTRA,701
17,38479,KALAMB OS,WHEATHUSKED,2015,SEPTEMBER,261,1953,2654,2234,2015-09,OSMANABAD,MAHARASHTRA,701
18,53690,AKKOLKOT,WHEATUNHUSKED,2015,NOVEMBER,32,3300,4001,3800,2015-11,SOLAPUR,MAHARASHTRA,701
0,35448,LASALGAON,BAJRI,2016,MARCH,461,1315,2015,1715,2016-03,NASIK,MAHARASHTRA,700
2,60462,POMBHURNI,COTTON,2016,NOVEMBER,123,4000,4700,4500,2016-11,CHANDRAPUR,MAHARASHTRA,700
3,55608,KALYAN,GRNUT KERNELS,2016,JANUARY,12,6000,6700,6425,2016-01,THANE,MAHARASHTRA,700
7,400,AKOLE,PADDYUNHUSKED,2016,AUGUST,93,1500,2200,1700,2016-08,AHMADNAGAR,MAHARASHTRA,700
8,19730,CHALISGAON,PIGEON PEA TUR,2016,JULY,18,7200,7900,7575,2016-07,JALGAON,MAHARASHTRA,700
8,39921,DOUND,PIGEON PEA TUR,2016,APRIL,19,6250,6950,6750,2016-04,PUNE,MAHARASHTRA,700
8,41505,NIRASASWAD,PIGEON PEA TUR,2016,FEBRUARY,10,6300,7000,6600,2016-02,PUNE,MAHARASHTRA,700
8,56896,WARDHA,PIGEON PEA TUR,2016,APRIL,9620,8228,8928,8928,2016-04,WARDHA,MAHARASHTRA,700
9,41692,PUNEPIMPRI,RICEPADDYHUS,2016,FEBRUARY,1101,3900,4600,4350,2016-02,PUNE,MAHARASHTRA,700
11,60047,AKOLA,SESAMUM,2016,NOVEMBER,2,6000,6700,6350,2016-11,AKOLA,MAHARASHTRA,700
12,19752,CHOPDA,SORGUMJAWAR,2016,JULY,3,1400,2100,1854,2016-07,JALGAON,MAHARASHTRA,700
16,61845,BARAMATI,SUNFLOWER,2016,NOVEMBER,100,2600,3300,3125,2016-11,PUNE,MAHARASHTRA,700
17,22477,AMBADVADI GODRI,WHEATHUSKED,2016,SEPTEMBER,288,1709,2409,1921,2016-09,JALNA,MAHARASHTRA,700
17,48137,PHALTAN,WHEATHUSKED,2016,APRIL,2056,1525,2225,1700,2016-04,SATARA,MAHARASHTRA,700
17,52540,KARMALA,WHEATHUSKED,2016,JULY,4,1500,2200,2100,2016-07,SOLAPUR,MAHARASHTRA,700
17,62230,AKOLE,WHEATHUSKED,2016,NOVEMBER,111,1500,2200,1713,2016-11,AHMADNAGAR,MAHARASHTRA,700
2,29520,UMARED,COTTON,2015,JUNE,41,3200,3900,3700,2015-06,NAGPUR,MAHARASHTRA,700
3,41093,PUNE,GRNUT KERNELS,2015,DECEMBER,1081,7187,7887,7682,2015-12,PUNE,MAHARASHTRA,700
5,35649,SINNER,MUSTARD,2015,MARCH,2,3151,3851,3701,2015-03,NASIK,MAHARASHTRA,700
8,5083,PATUR,PIGEON PEA TUR,2015,MARCH,1227,4713,5413,5204,2015-03,AKOLA,MAHARASHTRA,700
8,5446,PATUR,PIGEON PEA TUR,2015,SEPTEMBER,5,4500,5200,5000,2015-09,AKOLA,MAHARASHTRA,700
8,5620,MORSHI,PIGEON PEA TUR,2015,APRIL,5999,5813,6513,6165,2015-04,AMARAVATHI,MAHARASHTRA,700
8,10081,LASUR STATION,PIGEON PEA TUR,2015,SEPTEMBER,6,6800,7500,7000,2015-09,AURANGABAD,MAHARASHTRA,700
8,15860,CHANDRAPUR,PIGEON PEA TUR,2015,MAY,27,6000,6700,6500,2015-05,CHANDRAPUR,MAHARASHTRA,700
8,18348,HINGOLI,PIGEON PEA TUR,2015,JUNE,6906,6702,7402,7081,2015-06,HINGOLI,MAHARASHTRA,700
8,58635,UMARKHED,PIGEON PEA TUR,2015,DECEMBER,50,7500,8200,8000,2015-12,YEWATMAL,MAHARASHTRA,700
9,42411,NIRA,RICEPADDYHUS,2015,JULY,27,2500,3200,2850,2015-07,PUNE,MAHARASHTRA,700
11,22409,JALNA,SESAMUM,2015,OCTOBER,2,6700,7400,7400,2015-10,JALNA,MAHARASHTRA,700
11,25280,UDGIR,SESAMUM,2015,NOVEMBER,7,5800,6500,6500,2015-11,LATUR,MAHARASHTRA,700
17,39443,SONPETH,WHEATHUSKED,2015,MAY,12,1500,2200,1850,2015-05,PARBHANI,MAHARASHTRA,700
8,51415,BARSHI,PIGEON PEA TUR,2014,DECEMBER,8228,4537,5237,4951,2014-12,SOLAPUR,MAHARASHTRA,700
12,30444,NAGPUR,SORGUMJAWAR,2014,NOVEMBER,52,1600,2300,1950,2014-11,NAGPUR,MAHARASHTRA,700
17,3248,PATHARDI,WHEATHUSKED,2014,NOVEMBER,332,1500,2200,1763,2014-11,AHMADNAGAR,MAHARASHTRA,700
8,4592,PATUR,PIGEON PEA TUR,2016,AUGUST,91,6164,6863,6328,2016-08,AKOLA,MAHARASHTRA,699
8,13910,SHEGAON,PIGEON PEA TUR,2016,JUNE,2095,8166,8865,8643,2016-06,BULDHANA,MAHARASHTRA,699
8,20101,CHALISGAON,PIGEON PEA TUR,2016,MARCH,353,6513,7212,7038,2016-03,JALGAON,MAHARASHTRA,699
12,60978,KURDWADI,SORGUMJAWAR,2016,NOVEMBER,165,2048,2747,2408,2016-11,SOLAPUR,MAHARASHTRA,699
2,29950,KALMESHWAR,COTTON,2015,MAY,12039,3809,4508,4451,2015-05,NAGPUR,MAHARASHTRA,699
8,13191,LONAR,PIGEON PEA TUR,2015,FEBRUARY,60615,5265,5964,5613,2015-02,BULDHANA,MAHARASHTRA,699
8,22168,PARTUR,PIGEON PEA TUR,2015,MAY,393,5750,6449,6063,2015-05,JALNA,MAHARASHTRA,699
9,56436,PALGHARBEVUR,RICEPADDYHUS,2015,NOVEMBER,6089,2220,2919,2575,2015-11,THANE,MAHARASHTRA,699
8,37348,UMARGA,PIGEON PEA TUR,2014,DECEMBER,722,4430,5129,4953,2014-12,OSMANABAD,MAHARASHTRA,699
0,11285,GEVRAI,BAJRI,2015,MAY,3168,1153,1851,1213,2015-05,BEED,MAHARASHTRA,698
12,51145,BARSHIVAIRAG,SORGUMJAWAR,2015,AUGUST,729,1441,2139,1747,2015-08,SOLAPUR,MAHARASHTRA,698
12,10344,KADA,SORGUMJAWAR,2016,AUGUST,2854,1610,2307,1941,2016-08,BEED,MAHARASHTRA,697
12,44632,INDAPUR,SORGUMJAWAR,2016,OCTOBER,237,1818,2515,2091,2016-10,PUNE,MAHARASHTRA,697
17,57757,WASHIM,WHEATHUSKED,2016,JANUARY,2030,1460,2157,1647,2016-01,WASIM,MAHARASHTRA,697
8,57520,MANGRULPEER,PIGEON PEA TUR,2016,AUGUST,3618,5894,6590,6464,2016-08,WASIM,MAHARASHTRA,696
17,39966,INDAPURBHIGWAN,WHEATHUSKED,2016,APRIL,1241,1586,2282,1763,2016-04,PUNE,MAHARASHTRA,696
8,35191,LASALGAON,PIGEON PEA TUR,2015,JUNE,14,5068,5764,5643,2015-06,NASIK,MAHARASHTRA,696
11,32457,BHOKAR,SESAMUM,2014,SEPTEMBER,188,9863,10559,10190,2014-09,NANDED,MAHARASHTRA,696
8,32890,NANDURBAR,PIGEON PEA TUR,2016,JANUARY,772,7121,7816,7460,2016-01,NANDURBAR,MAHARASHTRA,695
8,12043,TUMSAR,PIGEON PEA TUR,2016,APRIL,456,7286,7980,7668,2016-04,BHANDARA,MAHARASHTRA,694
8,18064,JAWALABAJAR,PIGEON PEA TUR,2015,AUGUST,113,7219,7913,7848,2015-08,HINGOLI,MAHARASHTRA,694
12,10403,MAJALGAON,SORGUMJAWAR,2015,AUGUST,286,1179,1873,1535,2015-08,BEED,MAHARASHTRA,694
12,16979,DONDAICHA,SORGUMJAWAR,2015,MARCH,7768,1345,2039,1732,2015-03,DHULE,MAHARASHTRA,694
12,11435,GEVRAI,SORGUMJAWAR,2014,NOVEMBER,1224,1676,2370,1907,2014-11,BEED,MAHARASHTRA,694
2,32085,BHOKAR,COTTON,2016,MARCH,22737,3739,4432,4038,2016-03,NANDED,MAHARASHTRA,693
8,5084,PATUR,PIGEON PEA TUR,2016,MARCH,286,7586,8279,7951,2016-03,AKOLA,MAHARASHTRA,693
8,57976,WASHIM,PIGEON PEA TUR,2015,MARCH,21387,5315,6008,5717,2015-03,WASIM,MAHARASHTRA,693
17,49754,PHALTAN,WHEATHUSKED,2015,MAY,2145,1400,2093,1775,2015-05,SATARA,MAHARASHTRA,693
8,32607,SHAHADA,PIGEON PEA TUR,2016,APRIL,114,7377,8069,7802,2016-04,NANDURBAR,MAHARASHTRA,692
8,52982,SOLAPUR,PIGEON PEA TUR,2016,JUNE,583,7908,8600,8463,2016-06,SOLAPUR,MAHARASHTRA,692
12,53247,MOHOL,SORGUMJAWAR,2016,MARCH,256,1650,2342,2029,2016-03,SOLAPUR,MAHARASHTRA,692
8,18054,HINGOLI,PIGEON PEA TUR,2015,AUGUST,345,7732,8424,8424,2015-08,HINGOLI,MAHARASHTRA,692
3,61890,PUNE,GRNUT KERNELS,2016,NOVEMBER,3014,7516,8207,7927,2016-11,PUNE,MAHARASHTRA,691
12,53163,BARSHIVAIRAG,SORGUMJAWAR,2016,MARCH,3409,1872,2563,2124,2016-03,SOLAPUR,MAHARASHTRA,691
8,11386,PARLIVAIJNATH,PIGEON PEA TUR,2015,MAY,99,5690,6381,6363,2015-05,BEED,MAHARASHTRA,691
8,57681,RISOD,PIGEON PEA TUR,2015,FEBRUARY,29875,5235,5926,5578,2015-02,WASIM,MAHARASHTRA,691
12,3139,AHMEDNAGAR,SORGUMJAWAR,2015,NOVEMBER,3305,1684,2375,2062,2015-11,AHMADNAGAR,MAHARASHTRA,691
12,16320,SHIRPUR,SORGUMJAWAR,2015,APRIL,8927,1184,1875,1466,2015-04,DHULE,MAHARASHTRA,691
11,25218,AUSA,SESAMUM,2014,NOVEMBER,26,8710,9401,9146,2014-11,LATUR,MAHARASHTRA,691
0,10819,KILLE DHARUR,BAJRI,2015,JANUARY,188,1455,2145,1755,2015-01,BEED,MAHARASHTRA,690
0,49952,PHALTAN,BAJRI,2015,NOVEMBER,1417,1275,1965,1625,2015-11,SATARA,MAHARASHTRA,690
17,24526,LATURMURUD,WHEATHUSKED,2015,DECEMBER,350,1217,1907,1489,2015-12,LATUR,MAHARASHTRA,690
7,15314,SAVALI,PADDYUNHUSKED,2014,DECEMBER,2225,1723,2413,1988,2014-12,CHANDRAPUR,MAHARASHTRA,690
17,21766,AMBADVADI GODRI,WHEATHUSKED,2016,JULY,259,1659,2348,1891,2016-07,JALNA,MAHARASHTRA,689
8,58757,VANI,PIGEON PEA TUR,2016,FEBRUARY,3576,7145,7833,7581,2016-02,YEWATMAL,MAHARASHTRA,688
9,46075,ALIBAG,RICEPADDYHUS,2016,FEBRUARY,720,3500,4188,3813,2016-02,RAIGAD,MAHARASHTRA,688
17,61873,NIRASASWAD,WHEATHUSKED,2016,NOVEMBER,430,1650,2338,1994,2016-11,PUNE,MAHARASHTRA,688
8,7904,MORSHI,PIGEON PEA TUR,2015,SEPTEMBER,433,7875,8563,8030,2015-09,AMARAVATHI,MAHARASHTRA,688
12,43856,NIRA,SORGUMJAWAR,2015,MAY,928,1725,2413,2069,2015-05,PUNE,MAHARASHTRA,688
12,51401,BARSHI,SORGUMJAWAR,2015,DECEMBER,9669,1832,2520,2190,2015-12,SOLAPUR,MAHARASHTRA,688
16,33464,NANDURBAR,SUNFLOWER,2016,SEPTEMBER,4,3413,4100,4100,2016-09,NANDURBAR,MAHARASHTRA,687
17,45516,NIRASASWAD,WHEATHUSKED,2016,SEPTEMBER,197,1550,2237,1893,2016-09,PUNE,MAHARASHTRA,687
12,40908,INDAPUR,SORGUMJAWAR,2015,DECEMBER,199,1917,2604,2311,2015-12,PUNE,MAHARASHTRA,687
12,53504,DUDHANI,SORGUMJAWAR,2015,MAY,1162,1323,2010,1775,2015-05,SOLAPUR,MAHARASHTRA,687
11,20640,AMALNER,SESAMUM,2016,OCTOBER,81,4786,5472,5472,2016-10,JALGAON,MAHARASHTRA,686
8,4522,TELHARA,PIGEON PEA TUR,2016,APRIL,1245,8127,8812,8467,2016-04,AKOLA,MAHARASHTRA,685
12,61243,AHMEDPUR,SORGUMJAWAR,2016,NOVEMBER,3816,1147,1832,1488,2016-11,LATUR,MAHARASHTRA,685
8,39110,PARBHANI,PIGEON PEA TUR,2015,JULY,272,6083,6768,6598,2015-07,PARBHANI,MAHARASHTRA,685
8,57013,SINDI,PIGEON PEA TUR,2015,FEBRUARY,1401,4954,5639,5326,2015-02,WARDHA,MAHARASHTRA,685
9,56030,PALGHARBEVUR,RICEPADDYHUS,2015,JUNE,11109,2291,2976,2575,2015-06,THANE,MAHARASHTRA,685
12,10549,MAJALGAON,SORGUMJAWAR,2015,DECEMBER,308,1566,2251,1931,2015-12,BEED,MAHARASHTRA,685
12,48324,PHALTAN,SORGUMJAWAR,2016,AUGUST,1046,1625,2309,1913,2016-08,SATARA,MAHARASHTRA,684
17,33566,LASALGAON,WHEATHUSKED,2016,APRIL,1782,1523,2207,1821,2016-04,NASIK,MAHARASHTRA,684
11,13501,SHEGAON,SESAMUM,2015,JANUARY,50,8719,9403,9123,2015-01,BULDHANA,MAHARASHTRA,684
0,49914,LONAND,BAJRI,2014,NOVEMBER,285,1283,1967,1683,2014-11,SATARA,MAHARASHTRA,684
8,4555,AKOT,PIGEON PEA TUR,2016,AUGUST,4810,5713,6396,6067,2016-08,AKOLA,MAHARASHTRA,683
17,30259,UMARED,WHEATHUSKED,2015,MAY,7432,1500,2183,1842,2015-05,NAGPUR,MAHARASHTRA,683
18,47569,SANGALI,WHEATUNHUSKED,2015,MARCH,1239,2590,3273,2931,2015-03,SANGLI,MAHARASHTRA,683
9,12108,TUMSAR,RICEPADDYHUS,2014,DECEMBER,1884,2532,3215,2873,2014-12,BHANDARA,MAHARASHTRA,683
0,61669,LASALGAON,BAJRI,2016,NOVEMBER,588,1293,1975,1735,2016-11,NASIK,MAHARASHTRA,682
8,21545,ASHTI JALNA,PIGEON PEA TUR,2016,FEBRUARY,34,6902,7584,7510,2016-02,JALNA,MAHARASHTRA,682
8,57934,KARANJA,PIGEON PEA TUR,2016,MARCH,25190,7690,8372,8053,2016-03,WASIM,MAHARASHTRA,682
8,13470,SANGRAMPUR,PIGEON PEA TUR,2015,JANUARY,458,3964,4646,4291,2015-01,BULDHANA,MAHARASHTRA,682
8,38968,SAILU,PIGEON PEA TUR,2015,FEBRUARY,1375,5011,5693,5502,2015-02,PARBHANI,MAHARASHTRA,682
8,52249,MANGALWEDHA,PIGEON PEA TUR,2015,JANUARY,47,3875,4557,4543,2015-01,SOLAPUR,MAHARASHTRA,682
2,58415,RALEGAON,COTTON,2016,APRIL,20261,4286,4967,4920,2016-04,YEWATMAL,MAHARASHTRA,681
8,56975,ARVI,PIGEON PEA TUR,2016,FEBRUARY,10911,7453,8134,7821,2016-02,WARDHA,MAHARASHTRA,681
12,52878,KURDWADI,SORGUMJAWAR,2016,JUNE,167,1796,2477,2135,2016-06,SOLAPUR,MAHARASHTRA,681
17,2828,AKOLE,WHEATHUSKED,2016,MAY,101,1519,2200,1725,2016-05,AHMADNAGAR,MAHARASHTRA,681
8,8042,LASUR STATION,PIGEON PEA TUR,2015,APRIL,710,4887,5568,5386,2015-04,AURANGABAD,MAHARASHTRA,681
8,31622,BHOKAR,PIGEON PEA TUR,2015,AUGUST,222,7249,7930,7550,2015-08,NANDED,MAHARASHTRA,681
8,59398,PUSAD,PIGEON PEA TUR,2015,NOVEMBER,19,7089,7770,7706,2015-11,YEWATMAL,MAHARASHTRA,681
8,25098,AUSA,PIGEON PEA TUR,2016,MAY,220,8116,8796,8634,2016-05,LATUR,MAHARASHTRA,680
12,49328,LONAND,SORGUMJAWAR,2016,JUNE,146,1630,2310,1940,2016-06,SATARA,MAHARASHTRA,680
8,31785,BHOKAR,PIGEON PEA TUR,2015,FEBRUARY,2820,4971,5651,5289,2015-02,NANDED,MAHARASHTRA,680
8,50697,AKKOLKOT,PIGEON PEA TUR,2015,APRIL,109,5840,6520,6220,2015-04,SOLAPUR,MAHARASHTRA,680
8,7020,MORSHI,PIGEON PEA TUR,2016,MARCH,7696,7508,8187,7874,2016-03,AMARAVATHI,MAHARASHTRA,679
8,15064,SHEGAON,PIGEON PEA TUR,2016,SEPTEMBER,452,5712,6391,6114,2016-09,BULDHANA,MAHARASHTRA,679
12,10774,KADA,SORGUMJAWAR,2016,JANUARY,2319,1607,2286,1971,2016-01,BEED,MAHARASHTRA,679
12,36503,SINNER,SORGUMJAWAR,2016,OCTOBER,244,1248,1927,1586,2016-10,NASIK,MAHARASHTRA,679
12,53578,MOHOL,SORGUMJAWAR,2016,MAY,408,1716,2395,2154,2016-05,SOLAPUR,MAHARASHTRA,679
17,11020,GEVRAI,WHEATHUSKED,2016,JUNE,759,1715,2394,2064,2016-06,BEED,MAHARASHTRA,679
17,31518,UMARED,WHEATHUSKED,2016,SEPTEMBER,1053,1600,2279,2000,2016-09,NAGPUR,MAHARASHTRA,679
17,31908,LOHA,WHEATHUSKED,2016,JANUARY,216,1465,2144,1752,2016-01,NANDED,MAHARASHTRA,679
8,12541,CHIKHALI,PIGEON PEA TUR,2015,APRIL,282,4950,5629,5289,2015-04,BULDHANA,MAHARASHTRA,679
0,33564,LASALGAON,BAJRI,2016,APRIL,808,1429,2107,1792,2016-04,NASIK,MAHARASHTRA,678
8,13561,JALGAON JAMODAASALGAON,PIGEON PEA TUR,2016,JULY,2056,7822,8500,8306,2016-07,BULDHANA,MAHARASHTRA,678
16,54785,KARMALA,SUNFLOWER,2016,SEPTEMBER,4733,2740,3418,3130,2016-09,SOLAPUR,MAHARASHTRA,678
8,13006,MALKAPUR,PIGEON PEA TUR,2014,DECEMBER,26,3750,4428,4283,2014-12,BULDHANA,MAHARASHTRA,678
8,24544,UDGIR,PIGEON PEA TUR,2014,DECEMBER,758,4520,5198,4860,2014-12,LATUR,MAHARASHTRA,678
12,42416,NIRASASWAD,SORGUMJAWAR,2016,JULY,170,1666,2343,2005,2016-07,PUNE,MAHARASHTRA,677
12,50534,PHALTAN,SORGUMJAWAR,2016,SEPTEMBER,749,1613,2290,1867,2016-09,SATARA,MAHARASHTRA,677
8,943,SHEVGAON,PIGEON PEA TUR,2015,DECEMBER,702,8214,8891,8891,2015-12,AHMADNAGAR,MAHARASHTRA,677
8,4766,AKOLA,PIGEON PEA TUR,2015,JANUARY,28782,4828,5505,5166,2015-01,AKOLA,MAHARASHTRA,677
8,6381,CHANDUR BAJAR,PIGEON PEA TUR,2015,JANUARY,482,4233,4910,4733,2015-01,AMARAVATHI,MAHARASHTRA,677
12,8874,LASUR STATION,SORGUMJAWAR,2015,JULY,1592,1243,1920,1632,2015-07,AURANGABAD,MAHARASHTRA,677
12,39249,SONPETH,SORGUMJAWAR,2015,JUNE,78,1512,2189,1678,2015-06,PARBHANI,MAHARASHTRA,677
17,58406,PUSAD,WHEATHUSKED,2015,APRIL,2714,1350,2027,1750,2015-04,YEWATMAL,MAHARASHTRA,677
8,57234,WARDHA,PIGEON PEA TUR,2016,MARCH,8441,7715,8391,8391,2016-03,WARDHA,MAHARASHTRA,676
8,59820,HINGANGHAT,PIGEON PEA TUR,2016,NOVEMBER,7632,5165,5841,5405,2016-11,WARDHA,MAHARASHTRA,676
8,60313,HINGOLIKANEGAON NAKA,PIGEON PEA TUR,2016,NOVEMBER,36,5240,5916,5646,2016-11,HINGOLI,MAHARASHTRA,676
8,6762,ANAJNGAON SURJI,PIGEON PEA TUR,2015,JUNE,2610,6365,7041,6762,2015-06,AMARAVATHI,MAHARASHTRA,676
0,60356,PUSAD,BAJRI,2016,NOVEMBER,24,1445,2120,1915,2016-11,YEWATMAL,MAHARASHTRA,675
2,32321,BHOKAR,COTTON,2016,OCTOBER,14955,4142,4817,4417,2016-10,NANDED,MAHARASHTRA,675
8,8068,SILLOD,PIGEON PEA TUR,2016,APRIL,40,6675,7350,7025,2016-04,AURANGABAD,MAHARASHTRA,675
8,18731,AMALNER,PIGEON PEA TUR,2016,APRIL,27,6275,6950,6844,2016-04,JALGAON,MAHARASHTRA,675
12,52085,BARSHI,SORGUMJAWAR,2016,JANUARY,8360,1673,2348,1979,2016-01,SOLAPUR,MAHARASHTRA,675
17,61150,KILLE DHARUR,WHEATHUSKED,2016,NOVEMBER,43,1850,2525,2108,2016-11,BEED,MAHARASHTRA,675
8,1163,PATHARDI,PIGEON PEA TUR,2015,FEBRUARY,66,4900,5575,5200,2015-02,AHMADNAGAR,MAHARASHTRA,675
8,58554,DARWHA,PIGEON PEA TUR,2015,DECEMBER,480,8040,8715,8377,2015-12,YEWATMAL,MAHARASHTRA,675
12,50161,LONAND,SORGUMJAWAR,2015,OCTOBER,172,1600,2275,1913,2015-10,SATARA,MAHARASHTRA,675
17,39889,BARAMATI,WHEATHUSKED,2015,APRIL,870,1700,2375,1850,2015-04,PUNE,MAHARASHTRA,675
17,50209,PHALTAN,WHEATHUSKED,2015,OCTOBER,1444,1450,2125,1700,2015-10,SATARA,MAHARASHTRA,675
0,48540,PHALTAN,BAJRI,2014,DECEMBER,552,1283,1958,1633,2014-12,SATARA,MAHARASHTRA,675
12,51502,DUDHANI,SORGUMJAWAR,2014,DECEMBER,370,1094,1769,1319,2014-12,SOLAPUR,MAHARASHTRA,675
8,1654,SHEVGAON,PIGEON PEA TUR,2016,JANUARY,435,7735,8409,8409,2016-01,AHMADNAGAR,MAHARASHTRA,674
8,15742,VARORA,PIGEON PEA TUR,2016,JUNE,3262,7986,8660,8323,2016-06,CHANDRAPUR,MAHARASHTRA,674
8,38670,PARBHANI,PIGEON PEA TUR,2015,APRIL,1520,5261,5935,5723,2015-04,PARBHANI,MAHARASHTRA,674
12,22384,JALNA,SORGUMJAWAR,2015,OCTOBER,9647,1210,1884,1537,2015-10,JALNA,MAHARASHTRA,674
2,56892,WARDHA,COTTON,2016,APRIL,12417,4195,4868,4868,2016-04,WARDHA,MAHARASHTRA,673
3,40602,PUNE,GRNUT KERNELS,2016,AUGUST,1500,9069,9742,9485,2016-08,PUNE,MAHARASHTRA,673
